encoder,organ,perturbation,program,gpfr,ci_lo,ci_hi,p_value,n_heldout,n_slides,q_value_fdr,significant_fdr_0.05
uni,COAD,blur,angiogenesis,0.021111111111111112,0.012318029115341545,0.030857142857142857,0.0004997501249375312,900,4,0.0006031467025108136,True
uni,COAD,blur,hypoxia,0.04666666666666667,0.043149946062567425,0.08974358974358974,0.0004997501249375312,900,4,0.0006031467025108136,True
uni,COAD,blur,immune_activation,0.0022222222222222222,0.0,0.004338394793926247,0.18790604697651175,900,4,0.1934326954169974,False
uni,COAD,blur,proliferation,0.0,0.0,0.008111239860950173,0.6256871564217891,900,4,0.6256871564217891,False
uni,COAD,blur,stromal_ecm,0.0044444444444444444,0.0,0.0220162224797219,0.06446776611694154,900,4,0.06943497947995698,False
uni,COAD,brightness,angiogenesis,0.05,0.028953229398663696,0.06208425720620843,0.0004997501249375312,900,4,0.0006031467025108136,True
uni,COAD,brightness,hypoxia,0.11,0.1010989010989011,0.14057507987220447,0.0004997501249375312,900,4,0.0006031467025108136,True
uni,COAD,brightness,immune_activation,0.008888888888888889,0.006507592190889371,0.015217391304347827,0.0004997501249375312,900,4,0.0006031467025108136,True
uni,COAD,brightness,proliferation,0.012222222222222223,0.00423728813559322,0.051224944320712694,0.0004997501249375312,900,4,0.0006031467025108136,True
uni,COAD,brightness,stromal_ecm,0.005555555555555556,0.0,0.030303030303030304,0.06546726636681659,900,4,0.06943497947995698,False
uni,COAD,contrast,angiogenesis,0.028888888888888888,0.01366742596810934,0.04843918191603875,0.0004997501249375312,900,4,0.0006031467025108136,True
uni,COAD,contrast,hypoxia,0.07666666666666666,0.04783599088838269,0.14696485623003194,0.0004997501249375312,900,4,0.0006031467025108136,True
uni,COAD,contrast,immune_activation,0.01,0.0033222591362126247,0.017738359201773836,0.0004997501249375312,900,4,0.0006031467025108136,True
uni,COAD,contrast,proliferation,0.0033333333333333335,0.0,0.015590200445434299,0.04397801099450275,900,4,0.04965259305830955,True
uni,COAD,contrast,stromal_ecm,0.01,0.0033594624860022394,0.017142857142857144,0.0074962518740629685,900,4,0.008745627186406795,True
uni,COAD,gamma,angiogenesis,0.07333333333333333,0.031180400890868598,0.10857142857142857,0.0004997501249375312,900,4,0.0006031467025108136,True
uni,COAD,gamma,hypoxia,0.06333333333333334,0.026806526806526808,0.13312034078807242,0.0004997501249375312,900,4,0.0006031467025108136,True
uni,COAD,gamma,immune_activation,0.024444444444444446,0.002304147465437788,0.048728813559322036,0.0004997501249375312,900,4,0.0006031467025108136,True
uni,COAD,gamma,proliferation,0.01888888888888889,0.006507592190889371,0.0645879732739421,0.0004997501249375312,900,4,0.0006031467025108136,True
uni,COAD,gamma,stromal_ecm,0.035555555555555556,0.010078387458006719,0.06283280085197018,0.0004997501249375312,900,4,0.0006031467025108136,True
uni,COAD,jpeg,angiogenesis,0.15444444444444444,0.1366742596810934,0.17136659436008678,0.0004997501249375312,900,4,0.0006031467025108136,True
uni,COAD,jpeg,hypoxia,0.19333333333333333,0.1358574610244989,0.2931633835457706,0.0004997501249375312,900,4,0.0006031467025108136,True
uni,COAD,jpeg,immune_activation,0.13666666666666666,0.09413067552602436,0.18191603875134554,0.0004997501249375312,900,4,0.0006031467025108136,True
uni,COAD,jpeg,proliferation,0.035555555555555556,0.02875399361022364,0.0957683741648107,0.0004997501249375312,900,4,0.0006031467025108136,True
uni,COAD,jpeg,stromal_ecm,0.15333333333333332,0.09851694915254237,0.24708624708624707,0.0004997501249375312,900,4,0.0006031467025108136,True
uni,COAD,scanner_color,angiogenesis,0.21333333333333335,0.17516629711751663,0.2561247216035635,0.0004997501249375312,900,4,0.0006031467025108136,True
uni,COAD,scanner_color,hypoxia,0.19111111111111112,0.1522956326987682,0.28115015974440893,0.0004997501249375312,900,4,0.0006031467025108136,True
uni,COAD,scanner_color,immune_activation,0.15777777777777777,0.10081112398609501,0.23867403314917127,0.0004997501249375312,900,4,0.0006031467025108136,True
uni,COAD,scanner_color,proliferation,0.09444444444444444,0.04878048780487805,0.23608017817371937,0.0004997501249375312,900,4,0.0006031467025108136,True
uni,COAD,scanner_color,stromal_ecm,0.08333333333333333,0.04783599088838269,0.13132400430570507,0.0004997501249375312,900,4,0.0006031467025108136,True
uni,COAD,stain_shift,angiogenesis,0.08888888888888889,0.04927211646136618,0.11428571428571428,0.0004997501249375312,900,4,0.0006031467025108136,True
uni,COAD,stain_shift,hypoxia,0.20222222222222222,0.15572033898305085,0.2925407925407925,0.0004997501249375312,900,4,0.0006031467025108136,True
uni,COAD,stain_shift,immune_activation,0.05333333333333334,0.030235162374020158,0.0794979079497908,0.0004997501249375312,900,4,0.0006031467025108136,True
uni,COAD,stain_shift,proliferation,0.08888888888888889,0.05166846071044134,0.22717149220489977,0.0004997501249375312,900,4,0.0006031467025108136,True
uni,COAD,stain_shift,stromal_ecm,0.06444444444444444,0.02463605823068309,0.20163170163170163,0.0004997501249375312,900,4,0.0006031467025108136,True
