encoder,organ,program,pearson_r,r2
uni,COAD,immune_activation,0.7109340061692127,0.32821942653483516
uni,COAD,proliferation,0.8486373724527918,0.6923646665442157
uni,COAD,hypoxia,0.5324508288232566,0.03768356600219347
uni,COAD,stromal_ecm,0.8118131264163488,0.5362962128783986
uni,COAD,angiogenesis,0.7290115756599267,0.47105580935372615
