encoder,held_out_slide,n_train,n_heldout,pearson_r,pearson_r_hallmark,r2,r2_median,r2_hallmark,r2_hallmark_median
uni,TENX111,2250,750,0.33399077563149526,0.4801341879672754,-86.2570452350354,-0.35407093844468585,-15.484785868607236,-0.03288295057507096
uni,TENX147,2250,750,0.4393459763245016,0.4517615582906402,-0.7580860957507949,0.0547157582505704,-1.0670266169817406,0.03992253760428033
uni,TENX148,2250,750,0.45743701337661963,0.4985236513441115,-0.7306641724073348,0.021239135535755294,-1.5821374376029491,0.03188453272878117
uni,TENX149,2250,750,0.4979000891000155,0.5355179073717736,-0.4131720027224721,0.15490187165858205,-0.3746850085823142,0.17220432196082774
