perturbation,avg_jpeg_bytes,raw_uncompressed_bytes,compression_ratio,n_patches
jpeg_q30,5538.925,150528,27.17639253104167,40
jpeg_q50,7417.525,150528,20.29356153164297,40
jpeg_q70,9832.725,150528,15.308879278124833,40
jpeg_q90,17861.225,150528,8.42764144116655,40
