encoder,organ,perturbation,program,gpfr,mean_ssim,mean_lpips,n_samples_pooled,n_train,n_heldout,ridge_alpha_selected,ridge_alpha_min,ridge_alpha_max,heldout_mean_pearson_r,heldout_mean_pearson_r_hallmark_genes,heldout_mean_r2,heldout_mean_r2_hallmark_genes
uni,COAD,brightness,immune_activation,0.02666666666666667,0.8756398750013775,0.1031466646430393,4,2100,900,1000.0,316.22776601683796,31622.776601683792,0.6615461086266978,0.7484355766048694,0.4703232636849388,0.5844082346755618
uni,COAD,brightness,proliferation,0.017777777777777778,0.8756398750013775,0.1031466646430393,4,2100,900,1000.0,316.22776601683796,31622.776601683792,0.6615461086266978,0.7484355766048694,0.4703232636849388,0.5844082346755618
uni,COAD,brightness,hypoxia,0.12111111111111111,0.8756398750013775,0.1031466646430393,4,2100,900,1000.0,316.22776601683796,31622.776601683792,0.6615461086266978,0.7484355766048694,0.4703232636849388,0.5844082346755618
uni,COAD,brightness,stromal_ecm,0.01888888888888889,0.8756398750013775,0.1031466646430393,4,2100,900,1000.0,316.22776601683796,31622.776601683792,0.6615461086266978,0.7484355766048694,0.4703232636849388,0.5844082346755618
uni,COAD,brightness,angiogenesis,0.03333333333333333,0.8756398750013775,0.1031466646430393,4,2100,900,1000.0,316.22776601683796,31622.776601683792,0.6615461086266978,0.7484355766048694,0.4703232636849388,0.5844082346755618
uni,COAD,contrast,immune_activation,0.005555555555555556,0.8958829090992609,0.06717021631283893,4,2100,900,1000.0,316.22776601683796,31622.776601683792,0.6615461086266978,0.7484355766048694,0.4703232636849388,0.5844082346755618
uni,COAD,contrast,proliferation,0.0033333333333333335,0.8958829090992609,0.06717021631283893,4,2100,900,1000.0,316.22776601683796,31622.776601683792,0.6615461086266978,0.7484355766048694,0.4703232636849388,0.5844082346755618
uni,COAD,contrast,hypoxia,0.06888888888888889,0.8958829090992609,0.06717021631283893,4,2100,900,1000.0,316.22776601683796,31622.776601683792,0.6615461086266978,0.7484355766048694,0.4703232636849388,0.5844082346755618
uni,COAD,contrast,stromal_ecm,0.028888888888888888,0.8958829090992609,0.06717021631283893,4,2100,900,1000.0,316.22776601683796,31622.776601683792,0.6615461086266978,0.7484355766048694,0.4703232636849388,0.5844082346755618
uni,COAD,contrast,angiogenesis,0.03777777777777778,0.8958829090992609,0.06717021631283893,4,2100,900,1000.0,316.22776601683796,31622.776601683792,0.6615461086266978,0.7484355766048694,0.4703232636849388,0.5844082346755618
uni,COAD,gamma,immune_activation,0.027777777777777776,0.8963531218634712,0.061834843158721925,4,2100,900,1000.0,316.22776601683796,31622.776601683792,0.6615461086266978,0.7484355766048694,0.4703232636849388,0.5844082346755618
uni,COAD,gamma,proliferation,0.012222222222222223,0.8963531218634712,0.061834843158721925,4,2100,900,1000.0,316.22776601683796,31622.776601683792,0.6615461086266978,0.7484355766048694,0.4703232636849388,0.5844082346755618
uni,COAD,gamma,hypoxia,0.07555555555555556,0.8963531218634712,0.061834843158721925,4,2100,900,1000.0,316.22776601683796,31622.776601683792,0.6615461086266978,0.7484355766048694,0.4703232636849388,0.5844082346755618
uni,COAD,gamma,stromal_ecm,0.052222222222222225,0.8963531218634712,0.061834843158721925,4,2100,900,1000.0,316.22776601683796,31622.776601683792,0.6615461086266978,0.7484355766048694,0.4703232636849388,0.5844082346755618
uni,COAD,gamma,angiogenesis,0.04555555555555556,0.8963531218634712,0.061834843158721925,4,2100,900,1000.0,316.22776601683796,31622.776601683792,0.6615461086266978,0.7484355766048694,0.4703232636849388,0.5844082346755618
uni,COAD,stain_shift,immune_activation,0.11555555555555555,0.9483464898665747,0.06038508613904317,4,2100,900,1000.0,316.22776601683796,31622.776601683792,0.6615461086266978,0.7484355766048694,0.4703232636849388,0.5844082346755618
uni,COAD,stain_shift,proliferation,0.08444444444444445,0.9483464898665747,0.06038508613904317,4,2100,900,1000.0,316.22776601683796,31622.776601683792,0.6615461086266978,0.7484355766048694,0.4703232636849388,0.5844082346755618
uni,COAD,stain_shift,hypoxia,0.29555555555555557,0.9483464898665747,0.06038508613904317,4,2100,900,1000.0,316.22776601683796,31622.776601683792,0.6615461086266978,0.7484355766048694,0.4703232636849388,0.5844082346755618
uni,COAD,stain_shift,stromal_ecm,0.1511111111111111,0.9483464898665747,0.06038508613904317,4,2100,900,1000.0,316.22776601683796,31622.776601683792,0.6615461086266978,0.7484355766048694,0.4703232636849388,0.5844082346755618
uni,COAD,stain_shift,angiogenesis,0.15222222222222223,0.9483464898665747,0.06038508613904317,4,2100,900,1000.0,316.22776601683796,31622.776601683792,0.6615461086266978,0.7484355766048694,0.4703232636849388,0.5844082346755618
uni,COAD,blur,immune_activation,0.0,0.8932166040605969,0.1768830733001232,4,2100,900,1000.0,316.22776601683796,31622.776601683792,0.6615461086266978,0.7484355766048694,0.4703232636849388,0.5844082346755618
uni,COAD,blur,proliferation,0.0011111111111111111,0.8932166040605969,0.1768830733001232,4,2100,900,1000.0,316.22776601683796,31622.776601683792,0.6615461086266978,0.7484355766048694,0.4703232636849388,0.5844082346755618
uni,COAD,blur,hypoxia,0.05555555555555555,0.8932166040605969,0.1768830733001232,4,2100,900,1000.0,316.22776601683796,31622.776601683792,0.6615461086266978,0.7484355766048694,0.4703232636849388,0.5844082346755618
uni,COAD,blur,stromal_ecm,0.0077777777777777776,0.8932166040605969,0.1768830733001232,4,2100,900,1000.0,316.22776601683796,31622.776601683792,0.6615461086266978,0.7484355766048694,0.4703232636849388,0.5844082346755618
uni,COAD,blur,angiogenesis,0.021111111111111112,0.8932166040605969,0.1768830733001232,4,2100,900,1000.0,316.22776601683796,31622.776601683792,0.6615461086266978,0.7484355766048694,0.4703232636849388,0.5844082346755618
uni,COAD,jpeg,immune_activation,0.12333333333333334,0.9176115135351817,0.03313331116818719,4,2100,900,1000.0,316.22776601683796,31622.776601683792,0.6615461086266978,0.7484355766048694,0.4703232636849388,0.5844082346755618
