encoder,organ,perturbation,program,gpfr,mean_ssim,mean_lpips,n_samples_pooled,n_train,n_heldout,ridge_alpha_selected,ridge_alpha_min,ridge_alpha_max,heldout_mean_pearson_r,heldout_mean_pearson_r_hallmark_genes,heldout_mean_r2,heldout_mean_r2_hallmark_genes
conch,IDC,brightness,immune_activation,0.028888888888888888,0.8860976377460692,0.07585276400049527,4,2100,900,100.0,3.1622776601683795,10000.0,0.5585048471550154,0.6141900989348531,0.33870700735953885,0.4021365182567034
conch,IDC,brightness,proliferation,0.04666666666666667,0.8860976377460692,0.07585276400049527,4,2100,900,100.0,3.1622776601683795,10000.0,0.5585048471550154,0.6141900989348531,0.33870700735953885,0.4021365182567034
conch,IDC,brightness,hypoxia,0.19111111111111112,0.8860976377460692,0.07585276400049527,4,2100,900,100.0,3.1622776601683795,10000.0,0.5585048471550154,0.6141900989348531,0.33870700735953885,0.4021365182567034
conch,IDC,brightness,stromal_ecm,0.03,0.8860976377460692,0.07585276400049527,4,2100,900,100.0,3.1622776601683795,10000.0,0.5585048471550154,0.6141900989348531,0.33870700735953885,0.4021365182567034
conch,IDC,brightness,angiogenesis,0.07222222222222222,0.8860976377460692,0.07585276400049527,4,2100,900,100.0,3.1622776601683795,10000.0,0.5585048471550154,0.6141900989348531,0.33870700735953885,0.4021365182567034
conch,IDC,contrast,immune_activation,0.016666666666666666,0.8839287941323386,0.0690678184810612,4,2100,900,100.0,3.1622776601683795,10000.0,0.5585048471550154,0.6141900989348531,0.33870700735953885,0.4021365182567034
conch,IDC,contrast,proliferation,0.027777777777777776,0.8839287941323386,0.0690678184810612,4,2100,900,100.0,3.1622776601683795,10000.0,0.5585048471550154,0.6141900989348531,0.33870700735953885,0.4021365182567034
conch,IDC,contrast,hypoxia,0.15222222222222223,0.8839287941323386,0.0690678184810612,4,2100,900,100.0,3.1622776601683795,10000.0,0.5585048471550154,0.6141900989348531,0.33870700735953885,0.4021365182567034
conch,IDC,contrast,stromal_ecm,0.024444444444444446,0.8839287941323386,0.0690678184810612,4,2100,900,100.0,3.1622776601683795,10000.0,0.5585048471550154,0.6141900989348531,0.33870700735953885,0.4021365182567034
conch,IDC,contrast,angiogenesis,0.12444444444444444,0.8839287941323386,0.0690678184810612,4,2100,900,100.0,3.1622776601683795,10000.0,0.5585048471550154,0.6141900989348531,0.33870700735953885,0.4021365182567034
