encoder,organ,program,pearson_r,r2
conch,IDC,immune_activation,0.7802011708763062,0.4779136276818491
conch,IDC,proliferation,0.6039608385038578,0.23874213355586227
conch,IDC,hypoxia,0.48268234451521475,0.017923784961733413
conch,IDC,stromal_ecm,0.7346706864472955,0.3971100414708242
conch,IDC,angiogenesis,0.7154716670629745,0.3739514559511311
