encoder,organ,perturbation,program,gpfr,mean_ssim,mean_lpips,n_samples_pooled,n_train,n_heldout,ridge_alpha_selected,ridge_alpha_min,ridge_alpha_max,heldout_mean_pearson_r,heldout_mean_pearson_r_hallmark_genes,heldout_mean_r2,heldout_mean_r2_hallmark_genes
uni,IDC,brightness,immune_activation,0.0022222222222222222,0.8860976377460692,0.07585276400049527,4,2100,900,3162.2776601683795,316.22776601683796,10000.0,0.6043082954730482,0.6611097926353372,0.39121889521268227,0.46293229375518524
uni,IDC,brightness,proliferation,0.016666666666666666,0.8860976377460692,0.07585276400049527,4,2100,900,3162.2776601683795,316.22776601683796,10000.0,0.6043082954730482,0.6611097926353372,0.39121889521268227,0.46293229375518524
uni,IDC,brightness,hypoxia,0.03111111111111111,0.8860976377460692,0.07585276400049527,4,2100,900,3162.2776601683795,316.22776601683796,10000.0,0.6043082954730482,0.6611097926353372,0.39121889521268227,0.46293229375518524
uni,IDC,brightness,stromal_ecm,0.008888888888888889,0.8860976377460692,0.07585276400049527,4,2100,900,3162.2776601683795,316.22776601683796,10000.0,0.6043082954730482,0.6611097926353372,0.39121889521268227,0.46293229375518524
uni,IDC,brightness,angiogenesis,0.04888888888888889,0.8860976377460692,0.07585276400049527,4,2100,900,3162.2776601683795,316.22776601683796,10000.0,0.6043082954730482,0.6611097926353372,0.39121889521268227,0.46293229375518524
uni,IDC,contrast,immune_activation,0.027777777777777776,0.8839287941323386,0.0690678184810612,4,2100,900,3162.2776601683795,316.22776601683796,10000.0,0.6043082954730482,0.6611097926353372,0.39121889521268227,0.46293229375518524
uni,IDC,contrast,proliferation,0.01,0.8839287941323386,0.0690678184810612,4,2100,900,3162.2776601683795,316.22776601683796,10000.0,0.6043082954730482,0.6611097926353372,0.39121889521268227,0.46293229375518524
uni,IDC,contrast,hypoxia,0.025555555555555557,0.8839287941323386,0.0690678184810612,4,2100,900,3162.2776601683795,316.22776601683796,10000.0,0.6043082954730482,0.6611097926353372,0.39121889521268227,0.46293229375518524
uni,IDC,contrast,stromal_ecm,0.02,0.8839287941323386,0.0690678184810612,4,2100,900,3162.2776601683795,316.22776601683796,10000.0,0.6043082954730482,0.6611097926353372,0.39121889521268227,0.46293229375518524
uni,IDC,contrast,angiogenesis,0.07,0.8839287941323386,0.0690678184810612,4,2100,900,3162.2776601683795,316.22776601683796,10000.0,0.6043082954730482,0.6611097926353372,0.39121889521268227,0.46293229375518524
uni,IDC,gamma,immune_activation,0.03111111111111111,0.8877863966094123,0.08223394216348727,4,2100,900,3162.2776601683795,316.22776601683796,10000.0,0.6043082954730482,0.6611097926353372,0.39121889521268227,0.46293229375518524
uni,IDC,gamma,proliferation,0.016666666666666666,0.8877863966094123,0.08223394216348727,4,2100,900,3162.2776601683795,316.22776601683796,10000.0,0.6043082954730482,0.6611097926353372,0.39121889521268227,0.46293229375518524
uni,IDC,gamma,hypoxia,0.07666666666666666,0.8877863966094123,0.08223394216348727,4,2100,900,3162.2776601683795,316.22776601683796,10000.0,0.6043082954730482,0.6611097926353372,0.39121889521268227,0.46293229375518524
uni,IDC,gamma,stromal_ecm,0.027777777777777776,0.8877863966094123,0.08223394216348727,4,2100,900,3162.2776601683795,316.22776601683796,10000.0,0.6043082954730482,0.6611097926353372,0.39121889521268227,0.46293229375518524
uni,IDC,gamma,angiogenesis,0.056666666666666664,0.8877863966094123,0.08223394216348727,4,2100,900,3162.2776601683795,316.22776601683796,10000.0,0.6043082954730482,0.6611097926353372,0.39121889521268227,0.46293229375518524
uni,IDC,stain_shift,immune_activation,0.006666666666666667,0.9539048994912042,0.06413245024469992,4,2100,900,3162.2776601683795,316.22776601683796,10000.0,0.6043082954730482,0.6611097926353372,0.39121889521268227,0.46293229375518524
uni,IDC,stain_shift,proliferation,0.10222222222222223,0.9539048994912042,0.06413245024469992,4,2100,900,3162.2776601683795,316.22776601683796,10000.0,0.6043082954730482,0.6611097926353372,0.39121889521268227,0.46293229375518524
uni,IDC,stain_shift,hypoxia,0.09777777777777778,0.9539048994912042,0.06413245024469992,4,2100,900,3162.2776601683795,316.22776601683796,10000.0,0.6043082954730482,0.6611097926353372,0.39121889521268227,0.46293229375518524
uni,IDC,stain_shift,stromal_ecm,0.06333333333333334,0.9539048994912042,0.06413245024469992,4,2100,900,3162.2776601683795,316.22776601683796,10000.0,0.6043082954730482,0.6611097926353372,0.39121889521268227,0.46293229375518524
uni,IDC,stain_shift,angiogenesis,0.06888888888888889,0.9539048994912042,0.06413245024469992,4,2100,900,3162.2776601683795,316.22776601683796,10000.0,0.6043082954730482,0.6611097926353372,0.39121889521268227,0.46293229375518524
uni,IDC,blur,immune_activation,0.0,0.8897876976595984,0.1770827483691068,4,2100,900,3162.2776601683795,316.22776601683796,10000.0,0.6043082954730482,0.6611097926353372,0.39121889521268227,0.46293229375518524
uni,IDC,blur,proliferation,0.022222222222222223,0.8897876976595984,0.1770827483691068,4,2100,900,3162.2776601683795,316.22776601683796,10000.0,0.6043082954730482,0.6611097926353372,0.39121889521268227,0.46293229375518524
uni,IDC,blur,hypoxia,0.012222222222222223,0.8897876976595984,0.1770827483691068,4,2100,900,3162.2776601683795,316.22776601683796,10000.0,0.6043082954730482,0.6611097926353372,0.39121889521268227,0.46293229375518524
