encoder,organ,perturbation,program,gpfr,ci_lo,ci_hi,p_value,n_heldout,n_slides,q_value_fdr,significant_fdr_0.05
conch,COAD,blur,angiogenesis,0.18466666666666667,0.077,0.4663333333333333,0.0004997501249375312,3000,4,0.0005144486580239292,True
conch,COAD,blur,hypoxia,0.177,0.15,0.257,0.0004997501249375312,3000,4,0.0005144486580239292,True
conch,COAD,blur,immune_activation,0.24333333333333335,0.17666666666666667,0.345,0.0004997501249375312,3000,4,0.0005144486580239292,True
conch,COAD,blur,proliferation,0.11566666666666667,0.06133333333333333,0.188,0.0004997501249375312,3000,4,0.0005144486580239292,True
conch,COAD,blur,stromal_ecm,0.099,0.06066666666666667,0.23,0.0004997501249375312,3000,4,0.0005144486580239292,True
conch,COAD,brightness,angiogenesis,0.088,0.061,0.12533333333333332,0.0004997501249375312,3000,4,0.0005144486580239292,True
conch,COAD,brightness,hypoxia,0.14066666666666666,0.11266666666666666,0.20233333333333334,0.0004997501249375312,3000,4,0.0005144486580239292,True
conch,COAD,brightness,immune_activation,0.111,0.050666666666666665,0.21366666666666667,0.0004997501249375312,3000,4,0.0005144486580239292,True
conch,COAD,brightness,proliferation,0.18566666666666667,0.094,0.2926666666666667,0.0004997501249375312,3000,4,0.0005144486580239292,True
conch,COAD,brightness,stromal_ecm,0.12733333333333333,0.05366666666666667,0.20566666666666666,0.0004997501249375312,3000,4,0.0005144486580239292,True
conch,COAD,contrast,angiogenesis,0.054,0.032,0.112,0.0004997501249375312,3000,4,0.0005144486580239292,True
conch,COAD,contrast,hypoxia,0.094,0.06933333333333333,0.153,0.0004997501249375312,3000,4,0.0005144486580239292,True
conch,COAD,contrast,immune_activation,0.050666666666666665,0.009333333333333334,0.13,0.0004997501249375312,3000,4,0.0005144486580239292,True
conch,COAD,contrast,proliferation,0.077,0.032,0.127,0.0004997501249375312,3000,4,0.0005144486580239292,True
conch,COAD,contrast,stromal_ecm,0.024333333333333332,0.004666666666666667,0.10266666666666667,0.0004997501249375312,3000,4,0.0005144486580239292,True
conch,COAD,gamma,angiogenesis,0.04733333333333333,0.032,0.07533333333333334,0.0004997501249375312,3000,4,0.0005144486580239292,True
conch,COAD,gamma,hypoxia,0.035,0.032,0.05266666666666667,0.0004997501249375312,3000,4,0.0005144486580239292,True
conch,COAD,gamma,immune_activation,0.013333333333333334,0.0006666666666666666,0.037,0.0029985007496251873,3000,4,0.0029985007496251873,True
conch,COAD,gamma,proliferation,0.005666666666666667,0.0026666666666666666,0.013333333333333334,0.0004997501249375312,3000,4,0.0005144486580239292,True
conch,COAD,gamma,stromal_ecm,0.009,0.004666666666666667,0.023666666666666666,0.0004997501249375312,3000,4,0.0005144486580239292,True
conch,COAD,jpeg,angiogenesis,0.07,0.056,0.08433333333333333,0.0004997501249375312,3000,4,0.0005144486580239292,True
conch,COAD,jpeg,hypoxia,0.15,0.118,0.20666666666666667,0.0004997501249375312,3000,4,0.0005144486580239292,True
conch,COAD,jpeg,immune_activation,0.067,0.041,0.1,0.0004997501249375312,3000,4,0.0005144486580239292,True
conch,COAD,jpeg,proliferation,0.060333333333333336,0.03133333333333333,0.11766666666666667,0.0004997501249375312,3000,4,0.0005144486580239292,True
conch,COAD,jpeg,stromal_ecm,0.019,0.012,0.04733333333333333,0.0004997501249375312,3000,4,0.0005144486580239292,True
conch,COAD,scanner_color,angiogenesis,0.09133333333333334,0.06766666666666667,0.127,0.0004997501249375312,3000,4,0.0005144486580239292,True
conch,COAD,scanner_color,hypoxia,0.4623333333333333,0.31666666666666665,0.6896666666666667,0.0004997501249375312,3000,4,0.0005144486580239292,True
conch,COAD,scanner_color,immune_activation,0.193,0.12933333333333333,0.28268333333333323,0.0004997501249375312,3000,4,0.0005144486580239292,True
conch,COAD,scanner_color,proliferation,0.25233333333333335,0.19466666666666665,0.3486666666666667,0.0004997501249375312,3000,4,0.0005144486580239292,True
conch,COAD,scanner_color,stromal_ecm,0.07966666666666666,0.046,0.181,0.0004997501249375312,3000,4,0.0005144486580239292,True
conch,COAD,stain_shift,angiogenesis,0.06933333333333333,0.043333333333333335,0.09733333333333333,0.0004997501249375312,3000,4,0.0005144486580239292,True
conch,COAD,stain_shift,hypoxia,0.11633333333333333,0.04666666666666667,0.19933333333333333,0.0004997501249375312,3000,4,0.0005144486580239292,True
conch,COAD,stain_shift,immune_activation,0.053,0.011666666666666667,0.11,0.0004997501249375312,3000,4,0.0005144486580239292,True
conch,COAD,stain_shift,proliferation,0.04066666666666666,0.028666666666666667,0.06266666666666666,0.0004997501249375312,3000,4,0.0005144486580239292,True
conch,COAD,stain_shift,stromal_ecm,0.019666666666666666,0.013333333333333334,0.03333333333333333,0.0004997501249375312,3000,4,0.0005144486580239292,True
